Drug_targetID,UniProt_ID,DrugBank_ID
DT5337,P68871, DB09147
DT5338,P68871, DB09517
DT5339,P68871, DB13995
DT5340,P68871, DB14487
DT5341,P68871, DB14533
DT5342,P68871, DB14548
DT5343,P21430,DB00478
DT5344,P21430, DB00915
DT5345,Q9Y233,DB00975
DT5346,Q9Y233, DB01113
DT5347,Q9Y233, DB08383
DT5348,Q9Y233, DB08384
DT5349,Q9Y233, DB08386
DT5350,Q9Y233, DB08387
DT5351,Q9Y233, DB08389
DT5352,Q9Y233, DB08391
DT5353,Q9Y233, DB08811
DT5354,Q9Y233, DB08814
DT5355,P41145,DB00193
DT5356,P41145, DB00289
DT5357,P41145, DB00295
DT5358,P41145, DB00318
DT5359,P41145, DB00321
DT5360,P41145, DB00327
DT5361,P41145, DB00370
DT5362,P41145, DB00396
DT5363,P41145, DB00454
DT5364,P41145, DB00497
DT5365,P41145, DB00514
DT5366,P41145, DB00555
DT5367,P41145, DB00611
DT5368,P41145, DB00647
DT5369,P41145, DB00652
DT5370,P41145, DB00704
DT5371,P41145, DB00708
DT5372,P41145, DB00813
DT5373,P41145, DB00825
DT5374,P41145, DB00836
DT5375,P41145, DB00844
DT5376,P41145, DB00854
DT5377,P41145, DB00899
DT5378,P41145, DB00921
DT5379,P41145, DB01183
DT5380,P41145, DB01209
DT5381,P41145, DB01221
DT5382,P41145, DB01238
DT5383,P41145, DB01439
DT5384,P41145, DB01452
DT5385,P41145, DB01497
DT5386,P41145, DB01535
DT5387,P41145, DB01548
DT5388,P41145, DB01565
DT5389,P41145, DB01571
DT5390,P41145, DB05046
DT5391,P41145, DB05104
DT5392,P41145, DB05155
DT5393,P41145, DB05443
DT5394,P41145, DB06148
DT5395,P41145, DB06204
DT5396,P41145, DB06230
DT5397,P41145, DB06274
DT5398,P41145, DB06288
DT5399,P41145, DB06409
DT5400,P41145, DB06738
DT5401,P41145, DB06800
DT5402,P41145, DB09173
DT5403,P41145, DB09209
DT5404,P41145, DB09272
DT5405,P41145, DB11130
DT5406,P41145, DB11186
DT5407,P41145, DB11691
DT5408,P41145, DB11938
DT5409,P41145, DB12543
DT5410,P41145, DB14146
DT5411,P09252,DB00787
DT5412,P09252, DB13896
DT5413,P15056,DB00398
DT5414,P15056, DB05190
DT5415,P15056, DB05984
DT5416,P15056, DB06999
DT5417,P15056, DB07000
DT5418,P15056, DB08553
DT5419,P15056, DB08881
DT5420,P15056, DB08896
DT5421,P15056, DB08912
DT5422,P15056, DB11718
DT5423,P15056, DB12010
DT5424,P15056, DB14840
DT5425,Q8TDS4,DB00257
DT5426,Q8TDS4, DB00627
DT5427,Q8TDS4, DB08949
DT5428,P30085,DB00441
DT5429,P30085, DB03403
DT5430,P30085, DB03435
DT5431,P30085, DB03664
DT5432,P30085, DB04444
DT5433,P33121,DB00131
DT5434,P33121, DB00171
DT5435,P42261,DB00142
DT5436,P42261, DB00237
DT5437,P42261, DB00555
DT5438,P42261, DB00753
DT5439,P42261, DB00898
DT5440,P42261, DB01028
DT5441,P42261, DB01189
DT5442,P42261, DB01236
DT5443,P42261, DB04982
DT5444,P42261, DB05047
DT5445,P42261, DB06247
DT5446,P42261, DB08883
DT5447,P42261, DB09289
DT5448,P42261, DB13146
DT5449,Q8TCU5,DB00142
DT5450,Q8TCU5, DB00392
DT5451,Q8TCU5, DB00514
DT5452,Q8TCU5, DB00721
DT5453,Q8TCU5, DB00898
DT5454,Q8TCU5, DB00915
DT5455,Q8TCU5, DB01159
DT5456,Q8TCU5, DB01173
DT5457,Q8TCU5, DB01221
DT5458,Q8TCU5, DB01520
DT5459,Q8TCU5, DB01549
DT5460,Q8TCU5, DB03575
DT5461,Q8TCU5, DB04926
DT5462,Q8TCU5, DB06151
DT5463,P08253,DB00786
DT5464,P08253, DB01197
DT5465,P08253, DB01630
DT5466,P08253, DB04866
DT5467,P08253, DB05387
DT5468,P08253, DB06423
DT5469,P08253, DB12843
DT5470,P48048,DB00217
DT5471,P48048, DB00222
DT5472,P48048, DB00350
DT5473,P48048, DB00414
DT5474,P48048, DB01124
DT5475,P48048, DB01382
DT5476,P48048, DB08838
DT5477,O60701,DB00157
DT5478,O60701, DB09130
DT5479,Q01959,DB00182
DT5480,Q01959, DB00191
DT5481,Q01959, DB00245
DT5482,Q01959, DB00285
DT5483,Q01959, DB00408
DT5484,Q01959, DB00422
DT5485,Q01959, DB00454
DT5486,Q01959, DB00458
DT5487,Q01959, DB00476
DT5488,Q01959, DB00543
DT5489,Q01959, DB00579
DT5490,Q01959, DB00721
DT5491,Q01959, DB00726
DT5492,Q01959, DB00745
DT5493,Q01959, DB00830
DT5494,Q01959, DB00852
DT5495,Q01959, DB00865
DT5496,Q01959, DB00907
DT5497,Q01959, DB00937
DT5498,Q01959, DB00988
DT5499,Q01959, DB01104
DT5500,Q01959, DB01105
DT5501,Q01959, DB01114
DT5502,Q01959, DB01146
DT5503,Q01959, DB01149
DT5504,Q01959, DB01156
DT5505,Q01959, DB01161
DT5506,Q01959, DB01175
DT5507,Q01959, DB01238
DT5508,Q01959, DB01363
DT5509,Q01959, DB01442
DT5510,Q01959, DB01454
DT5511,Q01959, DB01463
DT5512,Q01959, DB01472
DT5513,Q01959, DB01576
DT5514,Q01959, DB01577
DT5515,Q01959, DB03701
DT5516,Q01959, DB04821
DT5517,Q01959, DB04947
DT5518,Q01959, DB06148
DT5519,Q01959, DB06156
DT5520,Q01959, DB06333
DT5521,Q01959, DB06413
DT5522,Q01959, DB06700
DT5523,Q01959, DB06701
DT5524,Q01959, DB12305
DT5525,Q01959, DB14754
DT5526,Q01959, DB16629
DT5527,P00390,DB00143
DT5528,P00390, DB00157
DT5529,P00390, DB00262
DT5530,P00390, DB01644
DT5531,P00390, DB02153
DT5532,P00390, DB02553
DT5533,P00390, DB02895
DT5534,P00390, DB03147
DT5535,P00390, DB03310
DT5536,P00390, DB03867
DT5537,P00390, DB07393
DT5538,P00390, DB07714
DT5539,P00390, DB09061
DT5540,P00390, DB09130
DT5541,P00390, DB14009
DT5542,P00390, DB14011
DT5543,P34969,DB00246
DT5544,P34969, DB00247
DT5545,P34969, DB00248
DT5546,P34969, DB00315
DT5547,P34969, DB00321
DT5548,P34969, DB00363
DT5549,P34969, DB00408
DT5550,P34969, DB00434
DT5551,P34969, DB00458
DT5552,P34969, DB00477
DT5553,P34969, DB00502
DT5554,P34969, DB00543
DT5555,P34969, DB00589
DT5556,P34969, DB00734
DT5557,P34969, DB00751
DT5558,P34969, DB00924
DT5559,P34969, DB00934
DT5560,P34969, DB00988
DT5561,P34969, DB01200
DT5562,P34969, DB01224
DT5563,P34969, DB01238
DT5564,P34969, DB01267
DT5565,P34969, DB04946
DT5566,P34969, DB04948
DT5567,P34969, DB06148
DT5568,P34969, DB06216
DT5569,P34969, DB06288
DT5570,P34969, DB08815
DT5571,P34969, DB09068
DT5572,P34969, DB09225
DT5573,P34969, DB13988
DT5574,P34969, DB14185
DT5575,P14784,DB00004
DT5576,P14784, DB00041
DT5577,P14784, DB00074
DT5578,P14784, DB00111
DT5579,P41439,DB00158
DT5580,P41439, DB05168
DT5581,P49788,DB00755
DT5582,P19235,DB00012
DT5583,P19235, DB00016
DT5584,P19235, DB07637
DT5585,P19235, DB08894
DT5586,P19235, DB09107
DT5587,P03891,DB00157
DT5588,P19429,DB04513
DT5589,P47712,DB00588
DT5590,P47712, DB00721
DT5591,P47712, DB01103
DT5592,P47712, DB04552
DT5593,P47712, DB06311
DT5594,P47712, DB13867
DT5595,P01589,DB00004
DT5596,P01589, DB00041
DT5597,P01589, DB00074
DT5598,P01589, DB00111
DT5599,P01589, DB15628
DT5600,P01589, DB16411
DT5601,P28221,DB00216
DT5602,P28221, DB00246
DT5603,P28221, DB00248
DT5604,P28221, DB00315
DT5605,P28221, DB00320
DT5606,P28221, DB00321
DT5607,P28221, DB00363
DT5608,P28221, DB00408
DT5609,P28221, DB00574
DT5610,P28221, DB00589
DT5611,P28221, DB00669
DT5612,P28221, DB00696
DT5613,P28221, DB00714
DT5614,P28221, DB00726
DT5615,P28221, DB00734
DT5616,P28221, DB00918
DT5617,P28221, DB00935
DT5618,P28221, DB00952
DT5619,P28221, DB00953
DT5620,P28221, DB00998
DT5621,P28221, DB01186
DT5622,P28221, DB01200
DT5623,P28221, DB01224
DT5624,P28221, DB01238
DT5625,P28221, DB01267
DT5626,P28221, DB01392
DT5627,P28221, DB04948
DT5628,P28221, DB06096
DT5629,P28221, DB14185
DT5630,O15270,DB00114
DT5631,O15270, DB00133
DT5632,P17181,DB00008
DT5633,P17181, DB00011
DT5634,P17181, DB00018
DT5635,P17181, DB00022
DT5636,P17181, DB00034
DT5637,P17181, DB00060
DT5638,P17181, DB00068
DT5639,P17181, DB00069
DT5640,P17181, DB00105
DT5641,P17181, DB05258
DT5642,P17181, DB05472
DT5643,P17181, DB09122
DT5644,P17181, DB11976
DT5645,P17181, DB14999
DT5646,Q13630,DB00157
DT5647,P10276,DB00210
DT5648,P10276, DB00459
DT5649,P10276, DB00523
DT5650,P10276, DB00755
DT5651,P10276, DB00799
DT5652,P10276, DB00926
DT5653,P10276, DB00982
DT5654,P10276, DB04942
DT5655,P10276, DB05785
DT5656,P10276, DB12808
DT5657,O90777,DB00220
DT5658,O90777, DB15623
DT5659,P36896,DB00171
DT5660,P36896, DB12010
DT5661,Q9NYX4,DB00363
DT5662,Q9NYX4, DB00831
DT5663,Q9NYX4, DB05419
DT5664,Q9NYX4, DB05432
DT5665,P24298,DB00114
DT5666,P24298, DB00142
DT5667,P24298, DB00160
DT5668,P24298, DB00780
DT5669,P08235,DB00393
DT5670,P08235, DB00396
DT5671,P08235, DB00421
DT5672,P08235, DB00588
DT5673,P08235, DB00624
DT5674,P08235, DB00687
DT5675,P08235, DB00700
DT5676,P08235, DB01013
DT5677,P08235, DB01023
DT5678,P08235, DB01134
DT5679,P08235, DB01395
DT5680,P08235, DB02901
DT5681,P08235, DB02998
DT5682,P08235, DB04630
DT5683,P08235, DB04652
DT5684,P08235, DB06780
DT5685,P08235, DB08906
DT5686,P08235, DB13867
DT5687,P08235, DB13943
DT5688,P08235, DB13944
DT5689,P08235, DB13951
DT5690,P08235, DB16165
DT5691,P53985,DB00119
DT5692,P53985, DB09338
DT5693,P00966,DB00125
DT5694,P00966, DB00128
DT5695,P00966, DB00155
DT5696,P00966, DB00171
DT5697,P51787,DB01244
DT5698,P51787, DB04855
DT5699,P51787, DB04957
DT5700,P51787, DB06089
DT5701,P51787, DB11633
DT5702,Q9UG56,DB00144
DT5703,P20138,DB00056
DT5704,P20138, DB06318
DT5705,Q16671,DB00171
DT5706,O95169,DB00157
DT5707,Q13131,DB00131
DT5708,Q13131, DB00171
DT5709,Q13131, DB00914
DT5710,Q13131, DB12010
DT5711,Q16515,DB00594
DT5712,Q06432,DB00308
DT5713,Q06432, DB00343
DT5714,Q06432, DB00528
DT5715,Q06432, DB00898
DT5716,Q06432, DB04842
DT5717,Q9Y257,DB00308
DT5718,Q9Y257, DB00908
DT5719,P26676,DB00811
DT5720,P26676, DB06408
DT5721,P16233,DB01083
DT5722,P16233, DB02451
DT5723,P16233, DB04233
DT5724,P16233, DB06586
DT5725,P16233, DB08222
DT5726,P16233, DB09093
DT5727,O95167,DB00157
DT5728,P04278,DB00179
DT5729,P04278, DB00255
DT5730,P04278, DB00367
DT5731,P04278, DB00396
DT5732,P04278, DB00421
DT5733,P04278, DB00539
DT5734,P04278, DB00655
DT5735,P04278, DB00675
DT5736,P04278, DB00882
DT5737,P04278, DB00890
DT5738,P04278, DB01094
DT5739,P04278, DB01593
DT5740,P04278, DB01645
DT5741,P04278, DB03467
DT5742,P04278, DB04216
DT5743,P04278, DB04429
DT5744,P04278, DB04468
DT5745,P04278, DB04573
DT5746,P04278, DB04824
DT5747,P04278, DB09371
DT5748,P04278, DB11221
DT5749,P04278, DB11478
DT5750,P04278, DB11619
DT5751,P04278, DB11674
DT5752,P04278, DB14487
DT5753,P04278, DB14533
DT5754,P04278, DB14548
DT5755,P04278, DB14641
DT5756,P13843,DB00110
DT5757,P13843, DB05226
DT5758,P13843, DB16258
DT5759,P10827,DB00279
DT5760,P10827, DB00451
DT5761,P10827, DB00509
DT5762,P10827, DB01583
DT5763,P10827, DB03176
DT5764,P10827, DB04855
DT5765,P10827, DB05035
DT5766,P10827, DB05235
DT5767,P10827, DB09100
DT5768,O14842,DB00159
DT5769,P05230,DB00686
DT5770,P05230, DB01025
DT5771,P05230, DB01109
DT5772,P05230, DB01901
DT5773,P05230, DB01942
DT5774,P05230, DB02264
DT5775,P05230, DB03959
DT5776,P05230, DB04409
DT5777,P05230, DB06589
DT5778,P05230, DB08238
DT5779,P05230, DB10770
DT5780,P05230, DB10772
DT5781,P50859,DB01026
DT5782,P50859, DB01167
DT5783,P50859, DB09040
DT5784,P50859, DB11633
DT5785,P54289,DB00230
DT5786,P54289, DB00270
DT5787,P54289, DB00308
DT5788,P54289, DB00401
DT5789,P54289, DB00622
DT5790,P54289, DB00996
DT5791,P54289, DB01023
DT5792,P54289, DB01054
DT5793,P54289, DB04838
DT5794,P54289, DB06712
DT5795,P54289, DB08872
DT5796,P17735,DB00114
DT5797,P17735, DB00120
DT5798,P17735, DB00135
DT5799,P17735, DB00142
DT5800,P14902,DB00435
DT5801,P14902, DB09061
DT5802,P14902, DB14009
DT5803,P14902, DB14011
DT5804,P07550,DB00127
DT5805,P07550, DB00195
DT5806,P07550, DB00221
DT5807,P07550, DB00248
DT5808,P07550, DB00264
DT5809,P07550, DB00335
DT5810,P07550, DB00368
DT5811,P07550, DB00373
DT5812,P07550, DB00397
DT5813,P07550, DB00449
DT5814,P07550, DB00489
DT5815,P07550, DB00521
DT5816,P07550, DB00571
DT5817,P07550, DB00598
DT5818,P07550, DB00612
DT5819,P07550, DB00668
DT5820,P07550, DB00816
DT5821,P07550, DB00841
DT5822,P07550, DB00852
DT5823,P07550, DB00866
DT5824,P07550, DB00867
DT5825,P07550, DB00871
DT5826,P07550, DB00901
DT5827,P07550, DB00925
DT5828,P07550, DB00938
DT5829,P07550, DB00960
DT5830,P07550, DB00983
DT5831,P07550, DB01001
DT5832,P07550, DB01064
DT5833,P07550, DB01102
DT5834,P07550, DB01136
DT5835,P07550, DB01151
DT5836,P07550, DB01182
DT5837,P07550, DB01193
DT5838,P07550, DB01203
DT5839,P07550, DB01210
DT5840,P07550, DB01214
DT5841,P07550, DB01238
DT5842,P07550, DB01274
DT5843,P07550, DB01288
DT5844,P07550, DB01291
DT5845,P07550, DB01295
DT5846,P07550, DB01359
DT5847,P07550, DB01363
DT5848,P07550, DB01364
DT5849,P07550, DB01366
DT5850,P07550, DB01407
DT5851,P07550, DB01408
DT5852,P07550, DB01580
DT5853,P07550, DB01917
DT5854,P07550, DB03566
DT5855,P07550, DB04846
DT5856,P07550, DB04861
DT5857,P07550, DB05039
DT5858,P07550, DB05590
DT5859,P07550, DB05849
DT5860,P07550, DB06216
DT5861,P07550, DB06262
DT5862,P07550, DB06814
DT5863,P07550, DB07543
DT5864,P07550, DB08807
DT5865,P07550, DB08808
DT5866,P07550, DB09013
DT5867,P07550, DB09080
DT5868,P07550, DB09082
DT5869,P07550, DB09185
DT5870,P07550, DB09204
DT5871,P07550, DB09273
DT5872,P07550, DB11124
DT5873,P07550, DB11587
DT5874,P07550, DB12248
DT5875,P07550, DB13139
DT5876,P07550, DB13624
DT5877,P62942,DB00337
DT5878,P62942, DB00864
DT5879,P62942, DB01712
DT5880,P62942, DB01723
DT5881,P62942, DB01951
DT5882,P62942, DB02311
DT5883,P62942, DB02888
DT5884,P62942, DB03338
DT5885,P62942, DB03621
DT5886,P62942, DB04012
DT5887,P62942, DB04094
DT5888,P62942, DB05814
DT5889,P62942, DB08231
DT5890,P62942, DB08520
DT5891,P62942, DB08597
DT5892,Q8NFJ5,DB00755
DT5893,P11498,DB00119
DT5894,P11498, DB00121
DT5895,P11498, DB07497
DT5896,Q9NS40,DB00308
DT5897,Q9NS40, DB01162
DT5898,Q05932,DB00142
DT5899,Q05932, DB00293
DT5900,Q05932, DB06813
DT5901,P49589,DB00151
DT5902,O00763,DB00121
DT5903,O00763, DB00173
DT5904,O00763, DB02859
DT5905,O00763, DB03781
DT5906,O00763, DB07870
DT5907,O95342,DB00171
DT5908,O95342, DB01016
DT5909,P01375,DB00005
DT5910,P01375, DB00051
DT5911,P01375, DB00065
DT5912,P01375, DB00608
DT5913,P01375, DB00668
DT5914,P01375, DB00852
DT5915,P01375, DB01407
DT5916,P01375, DB01411
DT5917,P01375, DB01427
DT5918,P01375, DB04297
DT5919,P01375, DB04956
DT5920,P01375, DB05017
DT5921,P01375, DB05207
DT5922,P01375, DB05218
DT5923,P01375, DB05303
DT5924,P01375, DB05412
DT5925,P01375, DB05470
DT5926,P01375, DB05513
DT5927,P01375, DB05744
DT5928,P01375, DB05758
DT5929,P01375, DB05767
DT5930,P01375, DB05869
DT5931,P01375, DB05879
DT5932,P01375, DB05968
DT5933,P01375, DB05992
DT5934,P01375, DB06444
DT5935,P01375, DB06495
DT5936,P01375, DB06674
DT5937,P01375, DB08904
DT5938,P01375, DB08910
DT5939,P01375, DB09221
DT5940,P01375, DB10770
DT5941,P01375, DB10772
DT5942,P01375, DB11752
DT5943,P01375, DB11967
DT5944,P01375, DB12140
DT5945,P01375, DB13751
DT5946,Q9Y271,DB00471
DT5947,Q9Y271, DB00549
DT5948,Q9Y271, DB00587
DT5949,Q9Y271, DB00716
DT5950,Q9Y271, DB01411
DT5951,Q9Y271, DB08855
DT5952,Q9Y271, DB09526
DT5953,Q9Y271, DB11858
DT5954,Q13946,DB07954
DT5955,Q13946, DB08602
DT5956,P48443,DB00210
DT5957,P48443, DB00307
DT5958,P48443, DB00412
DT5959,P48443, DB00459
DT5960,P48443, DB00523
DT5961,P48443, DB00755
DT5962,P48443, DB00926
DT5963,P48443, DB01393
DT5964,P48443, DB02746
DT5965,P48443, DB03756
DT5966,Q14654,DB00222
DT5967,Q14654, DB00308
DT5968,Q14654, DB00661
DT5969,Q14654, DB00922
DT5970,Q14654, DB01119
DT5971,Q14654, DB01154
DT5972,Q14654, DB11633
DT5973,P05141,DB00720
DT5974,P05141, DB01077
DT5975,P12314,DB00002
DT5976,P12314, DB00005
DT5977,P12314, DB00028
DT5978,P12314, DB00056
DT5979,P12314, DB00087
DT5980,P12314, DB00108
DT5981,P12314, DB00110
DT5982,P12314, DB00111
DT5983,P12314, DB00112
DT5984,P12314, DB00707
DT5985,P12314, DB06607
DT5986,P12314, DB11767
DT5987,P12314, DB14962
DT5988,P15260,DB00033
DT5989,P68344,DB00632
DT5990,Q9BQB6,DB00170
DT5991,Q9BQB6, DB00266
DT5992,Q9BQB6, DB00498
DT5993,Q9BQB6, DB00682
DT5994,Q9BQB6, DB00946
DT5995,Q9BQB6, DB01418
DT5996,P06732,DB00148
DT5997,P06732, DB02490
DT5998,P06732, DB04027
DT5999,P06732, DB13191
DT6000,P25100,DB00211
DT6001,P25100, DB00248
DT6002,P25100, DB00298
DT6003,P25100, DB00321
DT6004,P25100, DB00346
DT6005,P25100, DB00368
DT6006,P25100, DB00388
DT6007,P25100, DB00457
DT6008,P25100, DB00458
DT6009,P25100, DB00540
DT6010,P25100, DB00575
DT6011,P25100, DB00590
DT6012,P25100, DB00622
DT6013,P25100, DB00661
DT6014,P25100, DB00668
DT6015,P25100, DB00692
DT6016,P25100, DB00696
DT6017,P25100, DB00706
DT6018,P25100, DB00723
DT6019,P25100, DB00800
DT6020,P25100, DB00908
DT6021,P25100, DB00925
DT6022,P25100, DB00935
DT6023,P25100, DB01136
DT6024,P25100, DB01142
DT6025,P25100, DB01162
DT6026,P25100, DB01186
DT6027,P25100, DB01200
DT6028,P25100, DB01403
DT6029,P25100, DB04855
DT6030,P25100, DB05469
DT6031,P25100, DB05492
DT6032,P25100, DB06144
DT6033,P25100, DB06153
DT6034,P25100, DB06207
DT6035,P25100, DB06229
DT6036,P25100, DB06262
DT6037,P25100, DB06694
DT6038,P25100, DB09202
DT6039,P25100, DB11124
DT6040,Q14181,DB00851
DT6041,Q03405,DB00013
DT6042,Q03405, DB00031
DT6043,Q03405, DB05476
DT6044,Q03405, DB06245
DT6045,P30838,DB00157
DT6046,P06729,DB00092
DT6047,P06729, DB06371
DT6048,O14556,DB00157
DT6049,O14556, DB01593
DT6050,O14556, DB02205
DT6051,O14556, DB03331
DT6052,O14556, DB04477
DT6053,O14556, DB11638
DT6054,O14556, DB14487
DT6055,O14556, DB14533
DT6056,O14556, DB14548
DT6057,O15382,DB00114
DT6058,O15382, DB00142
DT6059,O15382, DB00149
DT6060,O15382, DB00167
DT6061,O15382, DB02142
DT6062,O15382, DB02635
DT6063,O15382, DB04074
DT6064,P12268,DB00157
DT6065,P12268, DB00688
DT6066,P12268, DB00811
DT6067,P12268, DB01024
DT6068,P12268, DB03070
DT6069,P12268, DB03948
DT6070,P12268, DB04566
DT6071,P12268, DB06103
DT6072,Q99884,DB00172
DT6073,P02818,DB00170
DT6074,P02818, DB01022
DT6075,P02818, DB03847
DT6076,P02818, DB05260
DT6077,P14868,DB00128
DT6078,Q96NR8,DB00162
DT6079,Q8N5Z0,DB00114
DT6080,Q8N5Z0, DB00142
DT6081,Q96C36,DB00157
DT6082,Q96C36, DB00172
DT6083,O75306,DB00157
DT6084,P15538,DB00648
DT6085,P15538, DB01011
DT6086,P15538, DB05667
DT6087,P15538, DB11837
DT6088,P05023,DB00390
DT6089,P05023, DB00511
DT6090,P05023, DB00774
DT6091,P05023, DB00903
DT6092,P05023, DB01021
DT6093,P05023, DB01078
DT6094,P05023, DB01092
DT6095,P05023, DB01119
DT6096,P05023, DB01158
DT6097,P05023, DB01188
DT6098,P05023, DB01244
DT6099,P05023, DB01345
DT6100,P05023, DB01370
DT6101,P05023, DB01378
DT6102,P05023, DB01396
DT6103,P05023, DB01430
DT6104,P05023, DB06157
DT6105,P05023, DB13996
DT6106,P05023, DB14498
DT6107,P05023, DB14499
DT6108,P05023, DB14500
DT6109,P05023, DB14514
DT6110,P05023, DB14515
DT6111,P05023, DB14517
DT6112,P05023, DB14518
DT6113,P0A6J8,DB00260
DT6114,Q99707,DB00115
DT6115,Q99707, DB00116
DT6116,Q99707, DB00134
DT6117,Q99707, DB00200
DT6118,Q99707, DB03614
DT6119,Q99707, DB11590
DT6120,P09601,DB00157
DT6121,P09601, DB01942
DT6122,P09601, DB02073
DT6123,P09601, DB02468
DT6124,P09601, DB03906
DT6125,P09601, DB04803
DT6126,P09601, DB04912
DT6127,P09601, DB06914
DT6128,P09601, DB07342
DT6129,P30536,DB01178
DT6130,P30536, DB01198
DT6131,P09622,DB00157
DT6132,P09622, DB03147
DT6133,Q15822,DB00184
DT6134,Q15822, DB00411
DT6135,Q15822, DB00416
DT6136,Q15822, DB00472
DT6137,Q15822, DB00483
DT6138,Q15822, DB00514
DT6139,Q15822, DB00657
DT6140,Q15822, DB00721
DT6141,Q15822, DB00728
DT6142,Q15822, DB00732
DT6143,Q15822, DB00898
DT6144,Q15822, DB01135
DT6145,Q15822, DB01199
DT6146,Q15822, DB01226
DT6147,Q15822, DB01245
DT6148,Q15822, DB01336
DT6149,Q15822, DB01337
DT6150,Q15822, DB01338
DT6151,Q15822, DB01339
DT6152,Q15822, DB05740
DT6153,Q15822, DB07720
DT6154,Q15822, DB08960
DT6155,P21817,DB00201
DT6156,P21817, DB01219
DT6157,P21817, DB04786
DT6158,P21817, DB09085
DT6159,P12081,DB00117
DT6160,P53004,DB00157
DT6161,P11388,DB00218
DT6162,P11388, DB00276
DT6163,P11388, DB00380
DT6164,P11388, DB00385
DT6165,P11388, DB00444
DT6166,P11388, DB00445
DT6167,P11388, DB00467
DT6168,P11388, DB00487
DT6169,P11388, DB00537
DT6170,P11388, DB00685
DT6171,P11388, DB00694
DT6172,P11388, DB00773
DT6173,P11388, DB00978
DT6174,P11388, DB00997
DT6175,P11388, DB01059
DT6176,P11388, DB01165
DT6177,P11388, DB01177
DT6178,P11388, DB01179
DT6179,P11388, DB01204
DT6180,P11388, DB01208
DT6181,P11388, DB01645
DT6182,P11388, DB04576
DT6183,P11388, DB04967
DT6184,P11388, DB04975
DT6185,P11388, DB04978
DT6186,P11388, DB05022
DT6187,P11388, DB05129
DT6188,P11388, DB05706
DT6189,P11388, DB05920
DT6190,P11388, DB06013
DT6191,P11388, DB06042
DT6192,P11388, DB06263
DT6193,P11388, DB06362
DT6194,P11388, DB06420
DT6195,P11388, DB06421
DT6196,P11388, DB09047
DT6197,P0A7J6,DB00778
DT6198,P0A7J6, DB01211
DT6199,P0A7J6, DB01369
DT6200,P24228,DB00303
DT6201,P24228, DB00417
DT6202,P24228, DB00760
DT6203,P24228, DB01328
DT6204,P24228, DB01329
DT6205,P24228, DB01331
DT6206,P24228, DB04570
DT6207,P24228, DB14879
DT6208,P23416,DB00145
DT6209,P23416, DB00431
DT6210,P23416, DB00466
DT6211,P23416, DB00898
DT6212,P23416, DB01956
DT6213,Q9NUB1,DB00171
DT6214,P15121,DB00143
DT6215,P15121, DB00157
DT6216,P15121, DB00605
DT6217,P15121, DB01689
DT6218,P15121, DB02007
DT6219,P15121, DB02020
DT6220,P15121, DB02021
DT6221,P15121, DB02101
DT6222,P15121, DB02132
DT6223,P15121, DB02383
DT6224,P15121, DB02518
DT6225,P15121, DB02712
DT6226,P15121, DB02834
DT6227,P15121, DB02994
DT6228,P15121, DB03461
DT6229,P15121, DB04272
DT6230,P15121, DB05327
DT6231,P15121, DB05383
DT6232,P15121, DB05533
DT6233,P15121, DB06246
DT6234,P15121, DB07028
DT6235,P15121, DB07030
DT6236,P15121, DB07063
DT6237,P15121, DB07093
DT6238,P15121, DB07139
DT6239,P15121, DB07187
DT6240,P15121, DB07450
DT6241,P15121, DB07498
DT6242,P15121, DB07999
DT6243,P15121, DB08000
DT6244,P15121, DB08084
DT6245,P15121, DB08098
DT6246,P15121, DB08449
DT6247,P15121, DB08772
DT6248,P15121, DB16707
DT6249,P21802,DB00039
DT6250,P21802, DB01109
DT6251,P21802, DB01901
DT6252,P21802, DB02058
DT6253,P21802, DB02491
DT6254,P21802, DB08896
DT6255,P21802, DB08901
DT6256,P21802, DB09078
DT6257,P21802, DB09079
DT6258,P21802, DB10770
DT6259,P21802, DB10772
DT6260,P21802, DB11886
DT6261,P21802, DB12010
DT6262,P21802, DB12147
DT6263,P21802, DB15102
DT6264,P21802, DB15149
DT6265,P21802, DB15685
DT6266,P21802, DB15822
DT6267,P31645,DB00176
DT6268,P31645, DB00182
DT6269,P31645, DB00191
DT6270,P31645, DB00193
DT6271,P31645, DB00215
DT6272,P31645, DB00245
DT6273,P31645, DB00285
DT6274,P31645, DB00289
DT6275,P31645, DB00321
DT6276,P31645, DB00344
DT6277,P31645, DB00408
DT6278,P31645, DB00454
DT6279,P31645, DB00458
DT6280,P31645, DB00472
DT6281,P31645, DB00476
DT6282,P31645, DB00514
DT6283,P31645, DB00540
DT6284,P31645, DB00543
DT6285,P31645, DB00574
DT6286,P31645, DB00579
DT6287,P31645, DB00656
DT6288,P31645, DB00661
DT6289,P31645, DB00715
DT6290,P31645, DB00726
DT6291,P31645, DB00805
DT6292,P31645, DB00852
DT6293,P31645, DB00907
DT6294,P31645, DB00924
DT6295,P31645, DB00988
DT6296,P31645, DB01104
DT6297,P31645, DB01105
DT6298,P31645, DB01114
DT6299,P31645, DB01142
DT6300,P31645, DB01149
DT6301,P31645, DB01151
DT6302,P31645, DB01175
DT6303,P31645, DB01191
DT6304,P31645, DB01238
DT6305,P31645, DB01242
DT6306,P31645, DB01363
DT6307,P31645, DB01442
DT6308,P31645, DB01454
DT6309,P31645, DB01472
DT6310,P31645, DB01577
DT6311,P31645, DB04821
